entry_index,filename,species_name,species_code,domain_category,threat_level,confidence_tier,recommended_deterrent,source_split,file_size_kb,relative_path,absolute_path
74,WS-WL-WB-00073.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,244.09,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00073.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00073.jpeg
75,WS-WL-WB-00073.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,77.38,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00073.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00073.jpg
76,WS-WL-WB-00074.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,50.96,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00074.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00074.jpg
77,WS-WL-WB-00075.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,64.2,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00075.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00075.jpg
78,WS-WL-WB-00076.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,75.17,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00076.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00076.jpg
79,WS-WL-WB-00076.png,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,1515.85,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00076.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00076.png
80,WS-WL-WB-00077.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,82.16,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00077.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00077.jpg
81,WS-WL-WB-00078.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,90.97,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00078.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00078.jpg
82,WS-WL-WB-00079.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,50.41,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00079.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00079.jpg
83,WS-WL-WB-00080.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,51.68,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00080.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00080.jpg
84,WS-WL-WB-00081.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,27.82,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00081.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00081.jpg
85,WS-WL-WB-00082.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,46.63,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00082.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00082.jpg
86,WS-WL-WB-00083.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,50.12,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00083.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00083.jpg
87,WS-WL-WB-00084.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,101.14,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00084.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00084.jpg
88,WS-WL-WB-00085.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,79.41,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00085.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00085.jpg
89,WS-WL-WB-00085.webp,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,106.03,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00085.webp,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00085.webp
90,WS-WL-WB-00086.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,39.16,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00086.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00086.jpg
91,WS-WL-WB-00087.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,66.91,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00087.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00087.jpg
92,WS-WL-WB-00088.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,53.61,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00088.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00088.jpg
93,WS-WL-WB-00089.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,36.48,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00089.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00089.jpg
94,WS-WL-WB-00090.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,54.92,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00090.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00090.jpg
95,WS-WL-WB-00091.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,596.12,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00091.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00091.jpeg
96,WS-WL-WB-00091.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,46.52,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00091.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00091.jpg
97,WS-WL-WB-00092.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,38.99,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00092.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00092.jpg
98,WS-WL-WB-00093.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,48.61,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00093.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00093.jpg
99,WS-WL-WB-00094.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,10.09,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00094.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00094.jpeg
100,WS-WL-WB-00094.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,47.97,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00094.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00094.jpg
101,WS-WL-WB-00095.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,10.1,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00095.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00095.jpeg
102,WS-WL-WB-00095.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,52.94,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00095.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00095.jpg
103,WS-WL-WB-00096.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,10.13,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00096.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00096.jpeg
104,WS-WL-WB-00096.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,39.07,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00096.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00096.jpg
105,WS-WL-WB-00097.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,13.24,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00097.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00097.jpeg
106,WS-WL-WB-00097.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,104.76,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00097.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00097.jpg
107,WS-WL-WB-00098.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,12.77,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00098.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00098.jpeg
108,WS-WL-WB-00098.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,44.84,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00098.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00098.jpg
109,WS-WL-WB-00099.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,10.47,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00099.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00099.jpeg
110,WS-WL-WB-00099.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,45.36,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00099.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00099.jpg
111,WS-WL-WB-00100.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,9.44,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00100.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00100.jpeg
112,WS-WL-WB-00100.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,29.76,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00100.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00100.jpg
113,WS-WL-WB-00101.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,11.36,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00101.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00101.jpeg
114,WS-WL-WB-00101.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,64.03,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00101.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00101.jpg
115,WS-WL-WB-00102.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,12.4,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00102.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00102.jpeg
116,WS-WL-WB-00102.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,62.97,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00102.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00102.jpg
117,WS-WL-WB-00103.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,12.96,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00103.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00103.jpeg
118,WS-WL-WB-00103.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,47.43,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00103.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00103.jpg
119,WS-WL-WB-00104.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,14.09,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00104.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00104.jpeg
120,WS-WL-WB-00104.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,44.59,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00104.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00104.jpg
121,WS-WL-WB-00105.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,14.73,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00105.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00105.jpeg
122,WS-WL-WB-00105.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,67.86,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00105.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00105.jpg
123,WS-WL-WB-00106.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,12.45,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00106.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00106.jpeg
124,WS-WL-WB-00106.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,84.26,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00106.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00106.jpg
125,WS-WL-WB-00107.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,9.9,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00107.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00107.jpeg
126,WS-WL-WB-00107.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,45.43,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00107.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00107.jpg
127,WS-WL-WB-00108.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,46.43,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00108.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00108.jpg
128,WS-WL-WB-00109.jpeg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,10.09,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00109.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00109.jpeg
129,WS-WL-WB-00109.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,57.12,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00109.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00109.jpg
130,WS-WL-WB-00110.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,73.79,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00110.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00110.jpg
131,WS-WL-WB-00111.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,84.66,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00111.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00111.jpg
132,WS-WL-WB-00112.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,29.42,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00112.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00112.jpg
133,WS-WL-WB-00113.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,53.81,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00113.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00113.jpg
134,WS-WL-WB-00114.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,62.26,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00114.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00114.jpg
135,WS-WL-WB-00115.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,75.8,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00115.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00115.jpg
136,WS-WL-WB-00116.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,77.73,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00116.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00116.jpg
137,WS-WL-WB-00117.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,61.48,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00117.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00117.jpg
138,WS-WL-WB-00118.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,71.57,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00118.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00118.jpg
139,WS-WL-WB-00119.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,62.24,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00119.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00119.jpg
140,WS-WL-WB-00120.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,71.76,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00120.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00120.jpg
141,WS-WL-WB-00121.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,71.52,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00121.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00121.jpg
142,WS-WL-WB-00122.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,66.04,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00122.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00122.jpg
143,WS-WL-WB-00123.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,35.6,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00123.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00123.jpg
144,WS-WL-WB-00124.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,74.25,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00124.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00124.jpg
145,WS-WL-WB-00125.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,64.82,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00125.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00125.jpg
146,WS-WL-WB-00125.png,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Raw Repository,1976.62,WildShield-Dataset/raw/0_Wild_Boar/WS-WL-WB-00125.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\0_Wild_Boar\WS-WL-WB-00125.png
